id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_poisonings,total_respiratory_conditions,total_skin_disorders,total_hearing_loss,total_other_illnesses,establishment_id,establishment_type,size,year_filing_for,created_timestamp,change_reason
1400,SYNTHETIC COMPANY 01399,SYNTHETIC SITE 01399,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,91,182796,1,0,7,4,4,49,16,15,0,0,0,0,0,101399,1,2,2021,1/1/2022,
1401,SYNTHETIC COMPANY 01400,SYNTHETIC SITE 01400,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,520,1077338,1,0,5,3,5,35,12,13,0,0,0,0,0,101400,1,2,2021,1/1/2022,
1402,SYNTHETIC COMPANY 01401,SYNTHETIC SITE 01401,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,83,162005,1,0,3,0,2,21,0,5,0,0,0,0,0,101401,1,2,2021,1/1/2022,
1403,SYNTHETIC COMPANY 01402,SYNTHETIC SITE 01402,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,38,40948,2,0,0,0,0,0,0,0,0,0,0,0,0,101402,1,2,2021,1/1/2022,
1404,SYNTHETIC COMPANY 01403,SYNTHETIC SITE 01403,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,55,111746,2,0,0,0,0,0,0,0,0,0,0,0,0,101403,1,2,2021,1/1/2022,
1405,SYNTHETIC COMPANY 01404,SYNTHETIC SITE 01404,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,113,217271,1,0,0,2,0,0,8,2,0,0,0,0,0,101404,1,2,2021,1/1/2022,
1406,SYNTHETIC COMPANY 01405,SYNTHETIC SITE 01405,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,105,190921,2,0,0,0,0,0,0,0,0,0,0,0,0,101405,1,2,2021,1/1/2022,
1407,SYNTHETIC COMPANY 01406,SYNTHETIC SITE 01406,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,46,87957,2,0,0,0,0,0,0,0,0,0,0,0,0,101406,1,2,2021,1/1/2022,
1408,SYNTHETIC COMPANY 01407,SYNTHETIC SITE 01407,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,130,267284,1,0,1,1,0,7,4,2,0,0,0,0,0,101407,1,2,2021,1/1/2022,
1409,SYNTHETIC COMPANY 01408,SYNTHETIC SITE 01408,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,43,78274,1,0,2,0,0,14,0,2,0,0,0,0,0,101408,1,2,2021,1/1/2022,
1410,SYNTHETIC COMPANY 01409,SYNTHETIC SITE 01409,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,27,50605,2,0,0,0,0,0,0,0,0,0,0,0,0,101409,1,2,2021,1/1/2022,
1411,SYNTHETIC COMPANY 01410,SYNTHETIC SITE 01410,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,43,83503,2,0,0,0,0,0,0,0,0,0,0,0,0,101410,1,2,2021,1/1/2022,
1412,SYNTHETIC COMPANY 01411,SYNTHETIC SITE 01411,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,771,1388560,1,0,11,8,16,77,32,35,0,0,0,0,0,101411,1,2,2021,1/1/2022,
1413,SYNTHETIC COMPANY 01412,SYNTHETIC SITE 01412,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,17,30000,2,0,0,0,0,0,0,0,0,0,0,0,0,101412,1,2,2021,1/1/2022,
1414,SYNTHETIC COMPANY 01413,SYNTHETIC SITE 01413,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,38,70505,2,0,0,0,0,0,0,0,0,0,0,0,0,101413,1,2,2021,1/1/2022,
1415,SYNTHETIC COMPANY 01414,SYNTHETIC SITE 01414,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,13,24636,2,0,0,0,0,0,0,0,0,0,0,0,0,101414,1,2,2021,1/1/2022,
1416,SYNTHETIC COMPANY 01415,SYNTHETIC SITE 01415,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,82,159892,1,0,0,1,0,0,4,1,0,0,0,0,0,101415,1,2,2021,1/1/2022,
1417,SYNTHETIC COMPANY 01416,SYNTHETIC SITE 01416,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,19,32981,2,0,0,0,0,0,0,0,0,0,0,0,0,101416,1,2,2021,1/1/2022,
1418,SYNTHETIC COMPANY 01417,SYNTHETIC SITE 01417,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,27,44284,2,0,0,0,0,0,0,0,0,0,0,0,0,101417,1,2,2021,1/1/2022,
1419,SYNTHETIC COMPANY 01418,SYNTHETIC SITE 01418,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,74,129935,2,0,0,0,0,0,0,0,0,0,0,0,0,101418,1,2,2021,1/1/2022,
1420,SYNTHETIC COMPANY 01419,SYNTHETIC SITE 01419,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,62,133973,1,0,0,0,2,0,0,2,0,0,0,0,0,101419,1,2,2021,1/1/2022,
1421,SYNTHETIC COMPANY 01420,SYNTHETIC SITE 01420,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,58,91264,1,0,2,1,3,14,4,6,0,0,0,0,0,101420,1,2,2021,1/1/2022,
1422,SYNTHETIC COMPANY 01421,SYNTHETIC SITE 01421,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,72,173916,2,0,0,0,0,0,0,0,0,0,0,0,0,101421,1,2,2021,1/1/2022,
1423,SYNTHETIC COMPANY 01422,SYNTHETIC SITE 01422,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,54,118634,2,0,0,0,0,0,0,0,0,0,0,0,0,101422,1,2,2021,1/1/2022,
1424,SYNTHETIC COMPANY 01423,SYNTHETIC SITE 01423,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,57,128741,1,0,1,1,0,7,4,2,0,0,0,0,0,101423,1,2,2021,1/1/2022,
1425,SYNTHETIC COMPANY 01424,SYNTHETIC SITE 01424,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,11,21219,2,0,0,0,0,0,0,0,0,0,0,0,0,101424,1,2,2021,1/1/2022,
1426,SYNTHETIC COMPANY 01425,SYNTHETIC SITE 01425,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,156,273716,2,0,0,0,0,0,0,0,0,0,0,0,0,101425,1,2,2021,1/1/2022,
1427,SYNTHETIC COMPANY 01426,SYNTHETIC SITE 01426,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,135,279502,2,0,0,0,0,0,0,0,0,0,0,0,0,101426,1,2,2021,1/1/2022,
1428,SYNTHETIC COMPANY 01427,SYNTHETIC SITE 01427,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,16,29061,2,0,0,0,0,0,0,0,0,0,0,0,0,101427,1,2,2021,1/1/2022,
1429,SYNTHETIC COMPANY 01428,SYNTHETIC SITE 01428,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,59,116396,2,0,0,0,0,0,0,0,0,0,0,0,0,101428,1,2,2021,1/1/2022,
1430,SYNTHETIC COMPANY 01429,SYNTHETIC SITE 01429,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,212,389724,1,0,0,2,1,0,8,3,0,0,0,0,0,101429,1,2,2021,1/1/2022,
1431,SYNTHETIC COMPANY 01430,SYNTHETIC SITE 01430,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,39,79831,2,0,0,0,0,0,0,0,0,0,0,0,0,101430,1,2,2021,1/1/2022,
1432,SYNTHETIC COMPANY 01431,SYNTHETIC SITE 01431,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,52,85940,2,0,0,0,0,0,0,0,0,0,0,0,0,101431,1,2,2021,1/1/2022,
1433,SYNTHETIC COMPANY 01432,SYNTHETIC SITE 01432,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,103,197164,1,0,1,0,0,7,0,1,0,0,0,0,0,101432,1,2,2021,1/1/2022,
1434,SYNTHETIC COMPANY 01433,SYNTHETIC SITE 01433,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,98,163683,1,0,1,1,0,7,4,2,0,0,0,0,0,101433,1,2,2021,1/1/2022,
1435,SYNTHETIC COMPANY 01434,SYNTHETIC SITE 01434,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,20,38247,2,0,0,0,0,0,0,0,0,0,0,0,0,101434,1,2,2021,1/1/2022,
1436,SYNTHETIC COMPANY 01435,SYNTHETIC SITE 01435,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,85,152625,1,0,0,1,5,0,4,6,0,0,0,0,0,101435,1,2,2021,1/1/2022,
1437,SYNTHETIC COMPANY 01436,SYNTHETIC SITE 01436,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,90,220544,2,0,0,0,0,0,0,0,0,0,0,0,0,101436,1,2,2021,1/1/2022,
1438,SYNTHETIC COMPANY 01437,SYNTHETIC SITE 01437,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,26,55391,2,0,0,0,0,0,0,0,0,0,0,0,0,101437,1,2,2021,1/1/2022,
1439,SYNTHETIC COMPANY 01438,SYNTHETIC SITE 01438,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,21,34412,2,0,0,0,0,0,0,0,0,0,0,0,0,101438,1,2,2021,1/1/2022,
1440,SYNTHETIC COMPANY 01439,SYNTHETIC SITE 01439,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,221,407733,1,0,13,9,21,91,36,43,0,0,0,0,0,101439,1,2,2021,1/1/2022,
1441,SYNTHETIC COMPANY 01440,SYNTHETIC SITE 01440,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,51,103050,1,0,0,0,1,0,0,1,0,0,0,0,0,101440,1,2,2021,1/1/2022,
1442,SYNTHETIC COMPANY 01441,SYNTHETIC SITE 01441,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,75,136944,1,0,1,0,3,7,0,4,0,0,0,0,0,101441,1,2,2021,1/1/2022,
1443,SYNTHETIC COMPANY 01442,SYNTHETIC SITE 01442,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,17,34134,1,0,1,1,1,7,4,3,0,0,0,0,0,101442,1,2,2021,1/1/2022,
1444,SYNTHETIC COMPANY 01443,SYNTHETIC SITE 01443,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,71,110398,2,0,0,0,0,0,0,0,0,0,0,0,0,101443,1,2,2021,1/1/2022,
1445,SYNTHETIC COMPANY 01444,SYNTHETIC SITE 01444,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,13,17177,1,0,0,0,1,0,0,1,0,0,0,0,0,101444,1,2,2021,1/1/2022,
1446,SYNTHETIC COMPANY 01445,SYNTHETIC SITE 01445,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,34,63146,2,0,0,0,0,0,0,0,0,0,0,0,0,101445,1,2,2021,1/1/2022,
1447,SYNTHETIC COMPANY 01446,SYNTHETIC SITE 01446,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,27,45618,2,0,0,0,0,0,0,0,0,0,0,0,0,101446,1,2,2021,1/1/2022,
1448,SYNTHETIC COMPANY 01447,SYNTHETIC SITE 01447,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,26,42869,1,0,1,0,0,7,0,1,0,0,0,0,0,101447,1,2,2021,1/1/2022,
1449,SYNTHETIC COMPANY 01448,SYNTHETIC SITE 01448,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,20,39265,2,0,0,0,0,0,0,0,0,0,0,0,0,101448,1,2,2021,1/1/2022,
1450,SYNTHETIC COMPANY 01449,SYNTHETIC SITE 01449,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,6,10218,2,0,0,0,0,0,0,0,0,0,0,0,0,101449,1,2,2021,1/1/2022,
1451,SYNTHETIC COMPANY 01450,SYNTHETIC SITE 01450,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,41,65669,1,0,0,1,0,0,4,1,0,0,0,0,0,101450,1,2,2021,1/1/2022,
1452,SYNTHETIC COMPANY 01451,SYNTHETIC SITE 01451,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,108,211869,2,0,0,0,0,0,0,0,0,0,0,0,0,101451,1,2,2021,1/1/2022,
1453,SYNTHETIC COMPANY 01452,SYNTHETIC SITE 01452,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,314,642890,1,0,2,0,3,14,0,5,0,0,0,0,0,101452,1,2,2021,1/1/2022,
1454,SYNTHETIC COMPANY 01453,SYNTHETIC SITE 01453,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,62,134734,2,0,0,0,0,0,0,0,0,0,0,0,0,101453,1,2,2021,1/1/2022,
1455,SYNTHETIC COMPANY 01454,SYNTHETIC SITE 01454,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,19,26479,1,0,0,0,1,0,0,1,0,0,0,0,0,101454,1,2,2021,1/1/2022,
1456,SYNTHETIC COMPANY 01455,SYNTHETIC SITE 01455,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,35,67262,2,0,0,0,0,0,0,0,0,0,0,0,0,101455,1,2,2021,1/1/2022,
1457,SYNTHETIC COMPANY 01456,SYNTHETIC SITE 01456,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,335,645997,1,0,7,6,8,49,24,21,0,0,0,0,0,101456,1,2,2021,1/1/2022,
1458,SYNTHETIC COMPANY 01457,SYNTHETIC SITE 01457,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,16,34583,2,0,0,0,0,0,0,0,0,0,0,0,0,101457,1,2,2021,1/1/2022,
1459,SYNTHETIC COMPANY 01458,SYNTHETIC SITE 01458,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,284,435004,2,0,0,0,0,0,0,0,0,0,0,0,0,101458,1,2,2021,1/1/2022,
1460,SYNTHETIC COMPANY 01459,SYNTHETIC SITE 01459,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,65,131295,1,0,1,2,0,7,8,3,0,0,0,0,0,101459,1,2,2021,1/1/2022,
1461,SYNTHETIC COMPANY 01460,SYNTHETIC SITE 01460,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,80,145709,2,0,0,0,0,0,0,0,0,0,0,0,0,101460,1,2,2021,1/1/2022,
1462,SYNTHETIC COMPANY 01461,SYNTHETIC SITE 01461,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,23,41200,2,0,0,0,0,0,0,0,0,0,0,0,0,101461,1,2,2021,1/1/2022,
1463,SYNTHETIC COMPANY 01462,SYNTHETIC SITE 01462,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,546,881882,1,0,4,1,2,28,4,7,0,0,0,0,0,101462,1,2,2021,1/1/2022,
1464,SYNTHETIC COMPANY 01463,SYNTHETIC SITE 01463,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,46,97919,2,0,0,0,0,0,0,0,0,0,0,0,0,101463,1,2,2021,1/1/2022,
1465,SYNTHETIC COMPANY 01464,SYNTHETIC SITE 01464,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,41,70975,1,0,1,0,1,7,0,2,0,0,0,0,0,101464,1,2,2021,1/1/2022,
1466,SYNTHETIC COMPANY 01465,SYNTHETIC SITE 01465,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,102,193379,1,0,0,1,0,0,4,1,0,0,0,0,0,101465,1,2,2021,1/1/2022,
1467,SYNTHETIC COMPANY 01466,SYNTHETIC SITE 01466,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,8,14560,2,0,0,0,0,0,0,0,0,0,0,0,0,101466,1,2,2021,1/1/2022,
1468,SYNTHETIC COMPANY 01467,SYNTHETIC SITE 01467,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,9,16360,2,0,0,0,0,0,0,0,0,0,0,0,0,101467,1,2,2021,1/1/2022,
1469,SYNTHETIC COMPANY 01468,SYNTHETIC SITE 01468,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,177,382043,2,0,0,0,0,0,0,0,0,0,0,0,0,101468,1,2,2021,1/1/2022,
1470,SYNTHETIC COMPANY 01469,SYNTHETIC SITE 01469,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,209,354781,1,0,4,0,2,28,0,6,0,0,0,0,0,101469,1,2,2021,1/1/2022,
1471,SYNTHETIC COMPANY 01470,SYNTHETIC SITE 01470,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,48,89897,2,0,0,0,0,0,0,0,0,0,0,0,0,101470,1,2,2021,1/1/2022,
1472,SYNTHETIC COMPANY 01471,SYNTHETIC SITE 01471,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,5,9421,2,0,0,0,0,0,0,0,0,0,0,0,0,101471,1,2,2021,1/1/2022,
1473,SYNTHETIC COMPANY 01472,SYNTHETIC SITE 01472,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,36,74450,1,0,0,0,3,0,0,3,0,0,0,0,0,101472,1,2,2021,1/1/2022,
1474,SYNTHETIC COMPANY 01473,SYNTHETIC SITE 01473,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,7,130520,2,0,0,0,0,0,0,0,0,0,0,0,0,101473,1,2,2021,1/1/2022,
1475,SYNTHETIC COMPANY 01474,SYNTHETIC SITE 01474,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,254,435707,2,0,0,0,0,0,0,0,0,0,0,0,0,101474,1,2,2021,1/1/2022,
1476,SYNTHETIC COMPANY 01475,SYNTHETIC SITE 01475,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,31,55329,1,0,1,0,0,7,0,1,0,0,0,0,0,101475,1,2,2021,1/1/2022,
1477,SYNTHETIC COMPANY 01476,SYNTHETIC SITE 01476,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,118,226561,1,0,5,1,0,35,4,6,0,0,0,0,0,101476,1,2,2021,1/1/2022,
1478,SYNTHETIC COMPANY 01477,SYNTHETIC SITE 01477,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,11,20330,2,0,0,0,0,0,0,0,0,0,0,0,0,101477,1,2,2021,1/1/2022,
1479,SYNTHETIC COMPANY 01478,SYNTHETIC SITE 01478,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,134,241673,2,0,0,0,0,0,0,0,0,0,0,0,0,101478,1,2,2021,1/1/2022,
1480,SYNTHETIC COMPANY 01479,SYNTHETIC SITE 01479,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,96,127824,1,0,2,0,1,14,0,3,0,0,0,0,0,101479,1,2,2021,1/1/2022,
1481,SYNTHETIC COMPANY 01480,SYNTHETIC SITE 01480,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,70,159221,2,0,0,0,0,0,0,0,0,0,0,0,0,101480,1,2,2021,1/1/2022,
1482,SYNTHETIC COMPANY 01481,SYNTHETIC SITE 01481,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,398,601097,1,0,1,1,1,7,4,3,0,0,0,0,0,101481,1,2,2021,1/1/2022,
1483,SYNTHETIC COMPANY 01482,SYNTHETIC SITE 01482,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,324,532846,2,0,0,0,0,0,0,0,0,0,0,0,0,101482,1,2,2021,1/1/2022,
1484,SYNTHETIC COMPANY 01483,SYNTHETIC SITE 01483,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,7,11632,1,0,1,0,0,7,0,1,0,0,0,0,0,101483,1,2,2021,1/1/2022,
1485,SYNTHETIC COMPANY 01484,SYNTHETIC SITE 01484,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,31,46594,2,0,0,0,0,0,0,0,0,0,0,0,0,101484,1,2,2021,1/1/2022,
1486,SYNTHETIC COMPANY 01485,SYNTHETIC SITE 01485,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,37,54148,2,0,0,0,0,0,0,0,0,0,0,0,0,101485,1,2,2021,1/1/2022,
1487,SYNTHETIC COMPANY 01486,SYNTHETIC SITE 01486,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,18,30111,2,0,0,0,0,0,0,0,0,0,0,0,0,101486,1,2,2021,1/1/2022,
1488,SYNTHETIC COMPANY 01487,SYNTHETIC SITE 01487,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,148,289413,2,0,0,0,0,0,0,0,0,0,0,0,0,101487,1,2,2021,1/1/2022,
1489,SYNTHETIC COMPANY 01488,SYNTHETIC SITE 01488,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,7,14087,2,0,0,0,0,0,0,0,0,0,0,0,0,101488,1,2,2021,1/1/2022,
1490,SYNTHETIC COMPANY 01489,SYNTHETIC SITE 01489,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,37,79020,2,0,0,0,0,0,0,0,0,0,0,0,0,101489,1,2,2021,1/1/2022,
1491,SYNTHETIC COMPANY 01490,SYNTHETIC SITE 01490,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,16,26734,2,0,0,0,0,0,0,0,0,0,0,0,0,101490,1,2,2021,1/1/2022,
1492,SYNTHETIC COMPANY 01491,SYNTHETIC SITE 01491,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,9,13206,2,0,0,0,0,0,0,0,0,0,0,0,0,101491,1,2,2021,1/1/2022,
1493,SYNTHETIC COMPANY 01492,SYNTHETIC SITE 01492,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,189,343754,2,0,0,0,0,0,0,0,0,0,0,0,0,101492,1,2,2021,1/1/2022,
1494,SYNTHETIC COMPANY 01493,SYNTHETIC SITE 01493,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,151,276043,1,0,2,1,2,14,4,5,0,0,0,0,0,101493,1,2,2021,1/1/2022,
1495,SYNTHETIC COMPANY 01494,SYNTHETIC SITE 01494,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,3,5139,2,0,0,0,0,0,0,0,0,0,0,0,0,101494,1,2,2021,1/1/2022,
1496,SYNTHETIC COMPANY 01495,SYNTHETIC SITE 01495,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,75,119797,1,0,0,1,3,0,4,4,0,0,0,0,0,101495,1,2,2021,1/1/2022,
1497,SYNTHETIC COMPANY 01496,SYNTHETIC SITE 01496,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,12,16814,2,0,0,0,0,0,0,0,0,0,0,0,0,101496,1,2,2021,1/1/2022,
1498,SYNTHETIC COMPANY 01497,SYNTHETIC SITE 01497,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,325,609192,1,0,3,3,3,21,12,9,0,0,0,0,0,101497,1,2,2021,1/1/2022,
1499,SYNTHETIC COMPANY 01498,SYNTHETIC SITE 01498,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,66,119638,2,0,0,0,0,0,0,0,0,0,0,0,0,101498,1,2,2021,1/1/2022,
1500,SYNTHETIC COMPANY 01499,SYNTHETIC SITE 01499,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,320,516203,1,0,0,0,2,0,0,2,0,0,0,0,0,101499,1,2,2021,1/1/2022,
1501,SYNTHETIC COMPANY 01500,SYNTHETIC SITE 01500,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,37,59392,2,0,0,0,0,0,0,0,0,0,0,0,0,101500,1,2,2021,1/1/2022,
1502,SYNTHETIC COMPANY 01501,SYNTHETIC SITE 01501,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,60,133628,2,0,0,0,0,0,0,0,0,0,0,0,0,101501,1,2,2021,1/1/2022,
1503,SYNTHETIC COMPANY 01502,SYNTHETIC SITE 01502,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,25,50961,2,0,0,0,0,0,0,0,0,0,0,0,0,101502,1,2,2021,1/1/2022,
1504,SYNTHETIC COMPANY 01503,SYNTHETIC SITE 01503,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,80,152648,2,0,0,0,0,0,0,0,0,0,0,0,0,101503,1,2,2021,1/1/2022,
1505,SYNTHETIC COMPANY 01504,SYNTHETIC SITE 01504,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,81,163248,2,0,0,0,0,0,0,0,0,0,0,0,0,101504,1,2,2021,1/1/2022,
1506,SYNTHETIC COMPANY 01505,SYNTHETIC SITE 01505,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,190,374997,2,0,0,0,0,0,0,0,0,0,0,0,0,101505,1,2,2021,1/1/2022,
1507,SYNTHETIC COMPANY 01506,SYNTHETIC SITE 01506,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,33,63576,2,0,0,0,0,0,0,0,0,0,0,0,0,101506,1,2,2021,1/1/2022,
1508,SYNTHETIC COMPANY 01507,SYNTHETIC SITE 01507,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,263,513335,1,0,1,0,1,7,0,2,0,0,0,0,0,101507,1,2,2021,1/1/2022,
1509,SYNTHETIC COMPANY 01508,SYNTHETIC SITE 01508,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,518,1041518,2,0,0,0,0,0,0,0,0,0,0,0,0,101508,1,2,2021,1/1/2022,
