id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,change_reason,created_timestamp,year_filing_for
10509,SYNTHETIC SITE 01508,101508,,SYNTHETIC COMPANY 01508,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,5,9764,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10510,SYNTHETIC SITE 01509,101509,,SYNTHETIC COMPANY 01509,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,36,49850,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10511,SYNTHETIC SITE 01510,101510,,SYNTHETIC COMPANY 01510,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,141,228250,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10512,SYNTHETIC SITE 01511,101511,,SYNTHETIC COMPANY 01511,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,43,89697,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10513,SYNTHETIC SITE 01512,101512,,SYNTHETIC COMPANY 01512,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,61,115406,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
10514,SYNTHETIC SITE 01513,101513,,SYNTHETIC COMPANY 01513,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,305,671880,1,0,7,4,8,49,16,19,0,0,0,0,0,,1/1/2025,2024
10515,SYNTHETIC SITE 01514,101514,,SYNTHETIC COMPANY 01514,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,61,135990,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10516,SYNTHETIC SITE 01515,101515,,SYNTHETIC COMPANY 01515,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,26,49958,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10517,SYNTHETIC SITE 01516,101516,,SYNTHETIC COMPANY 01516,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,21,46142,1,0,0,1,2,0,4,3,0,0,0,0,0,,1/1/2025,2024
10518,SYNTHETIC SITE 01517,101517,,SYNTHETIC COMPANY 01517,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,183,351257,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10519,SYNTHETIC SITE 01518,101518,,SYNTHETIC COMPANY 01518,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,21,41643,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10520,SYNTHETIC SITE 01519,101519,,SYNTHETIC COMPANY 01519,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,44,72777,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
10521,SYNTHETIC SITE 01520,101520,,SYNTHETIC COMPANY 01520,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,21,34515,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10522,SYNTHETIC SITE 01521,101521,,SYNTHETIC COMPANY 01521,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,32,63506,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
10523,SYNTHETIC SITE 01522,101522,,SYNTHETIC COMPANY 01522,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,18,37200,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10524,SYNTHETIC SITE 01523,101523,,SYNTHETIC COMPANY 01523,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,138,255726,1,0,2,0,1,14,0,3,0,0,0,0,0,,1/1/2025,2024
10525,SYNTHETIC SITE 01524,101524,,SYNTHETIC COMPANY 01524,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,22,41631,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10526,SYNTHETIC SITE 01525,101525,,SYNTHETIC COMPANY 01525,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,47,104656,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10527,SYNTHETIC SITE 01526,101526,,SYNTHETIC COMPANY 01526,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,61,113169,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10528,SYNTHETIC SITE 01527,101527,,SYNTHETIC COMPANY 01527,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,21,38937,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10529,SYNTHETIC SITE 01528,101528,,SYNTHETIC COMPANY 01528,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,11,17508,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10530,SYNTHETIC SITE 01529,101529,,SYNTHETIC COMPANY 01529,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,7,15149,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10531,SYNTHETIC SITE 01530,101530,,SYNTHETIC COMPANY 01530,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,24,55165,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10532,SYNTHETIC SITE 01531,101531,,SYNTHETIC COMPANY 01531,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,9,19050,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10533,SYNTHETIC SITE 01532,101532,,SYNTHETIC COMPANY 01532,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,52,79532,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10534,SYNTHETIC SITE 01533,101533,,SYNTHETIC COMPANY 01533,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,6,1041600000,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10535,SYNTHETIC SITE 01534,101534,,SYNTHETIC COMPANY 01534,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,252,460639,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10536,SYNTHETIC SITE 01535,101535,,SYNTHETIC COMPANY 01535,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,42,74037,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
10537,SYNTHETIC SITE 01536,101536,,SYNTHETIC COMPANY 01536,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,106,20192100,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
10538,SYNTHETIC SITE 01537,101537,,SYNTHETIC COMPANY 01537,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,169,302451,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10539,SYNTHETIC SITE 01538,101538,,SYNTHETIC COMPANY 01538,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,109,179370,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
10540,SYNTHETIC SITE 01539,101539,,SYNTHETIC COMPANY 01539,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,26,42112,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10541,SYNTHETIC SITE 01540,101540,,SYNTHETIC COMPANY 01540,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,40,86388,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10542,SYNTHETIC SITE 01541,101541,,SYNTHETIC COMPANY 01541,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,96,157495,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10543,SYNTHETIC SITE 01542,101542,,SYNTHETIC COMPANY 01542,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,139,224723,1,0,5,1,0,35,4,6,0,0,0,0,0,,1/1/2025,2024
10544,SYNTHETIC SITE 01543,101543,,SYNTHETIC COMPANY 01543,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,42,78298,1,0,3,0,2,21,0,5,0,0,0,0,0,,1/1/2025,2024
10545,SYNTHETIC SITE 01544,101544,,SYNTHETIC COMPANY 01544,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,28,43322,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10546,SYNTHETIC SITE 01545,101545,,SYNTHETIC COMPANY 01545,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,595,1203486,1,0,2,0,3,14,0,5,0,0,0,0,0,,1/1/2025,2024
10547,SYNTHETIC SITE 01546,101546,,SYNTHETIC COMPANY 01546,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,140,193384,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10548,SYNTHETIC SITE 01547,101547,,SYNTHETIC COMPANY 01547,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,17,37091,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10549,SYNTHETIC SITE 01548,101548,,SYNTHETIC COMPANY 01548,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,4,7717,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10550,SYNTHETIC SITE 01549,101549,,SYNTHETIC COMPANY 01549,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,22,34258,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
10551,SYNTHETIC SITE 01550,101550,,SYNTHETIC COMPANY 01550,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,67,111933,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10552,SYNTHETIC SITE 01551,101551,,SYNTHETIC COMPANY 01551,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,102,211960,1,0,2,6,1,14,24,9,0,0,0,0,0,,1/1/2025,2024
10553,SYNTHETIC SITE 01552,101552,,SYNTHETIC COMPANY 01552,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,132,256583,1,0,2,3,1,14,12,6,0,0,0,0,0,,1/1/2025,2024
10554,SYNTHETIC SITE 01553,101553,,SYNTHETIC COMPANY 01553,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,40,62772,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10555,SYNTHETIC SITE 01554,101554,,SYNTHETIC COMPANY 01554,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,341,619869,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
10556,SYNTHETIC SITE 01555,101555,,SYNTHETIC COMPANY 01555,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,101,180554,1,0,2,2,0,14,8,4,0,0,0,0,0,,1/1/2025,2024
10557,SYNTHETIC SITE 01556,101556,,SYNTHETIC COMPANY 01556,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,15,30007,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10558,SYNTHETIC SITE 01557,101557,,SYNTHETIC COMPANY 01557,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,7,13685,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10559,SYNTHETIC SITE 01558,101558,,SYNTHETIC COMPANY 01558,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,42,87521,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10560,SYNTHETIC SITE 01559,101559,,SYNTHETIC COMPANY 01559,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,105,131249,1,0,0,1,1,0,4,2,0,0,0,0,0,,1/1/2025,2024
10561,SYNTHETIC SITE 01560,101560,,SYNTHETIC COMPANY 01560,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,83,153327,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10562,SYNTHETIC SITE 01561,101561,,SYNTHETIC COMPANY 01561,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,60,96756,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10563,SYNTHETIC SITE 01562,101562,,SYNTHETIC COMPANY 01562,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,234,449483,1,0,1,2,6,7,8,9,0,0,0,0,0,,1/1/2025,2024
10564,SYNTHETIC SITE 01563,101563,,SYNTHETIC COMPANY 01563,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,35,57048,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10565,SYNTHETIC SITE 01564,101564,,SYNTHETIC COMPANY 01564,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,50,94104,1,0,1,2,0,7,8,3,0,0,0,0,0,,1/1/2025,2024
10566,SYNTHETIC SITE 01565,101565,,SYNTHETIC COMPANY 01565,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,213,356096,1,0,2,1,3,14,4,6,0,0,0,0,0,,1/1/2025,2024
10567,SYNTHETIC SITE 01566,101566,,SYNTHETIC COMPANY 01566,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,46,112026,1,0,1,2,0,7,8,3,0,0,0,0,0,,1/1/2025,2024
10568,SYNTHETIC SITE 01567,101567,,SYNTHETIC COMPANY 01567,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,1156,2318715,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10569,SYNTHETIC SITE 01568,101568,,SYNTHETIC COMPANY 01568,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,218,363349,1,0,7,5,5,49,20,17,0,0,0,0,0,,1/1/2025,2024
10570,SYNTHETIC SITE 01569,101569,,SYNTHETIC COMPANY 01569,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,123,258687,1,0,2,1,0,14,4,3,0,0,0,0,0,,1/1/2025,2024
10571,SYNTHETIC SITE 01570,101570,,SYNTHETIC COMPANY 01570,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,8,14896,1,0,1,1,0,7,4,2,0,0,0,0,0,,1/1/2025,2024
10572,SYNTHETIC SITE 01571,101571,,SYNTHETIC COMPANY 01571,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,85,185702,1,0,4,3,3,28,12,10,0,0,0,0,0,,1/1/2025,2024
10573,SYNTHETIC SITE 01572,101572,,SYNTHETIC COMPANY 01572,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,154,268307,1,0,3,1,1,21,4,5,0,0,0,0,0,,1/1/2025,2024
10574,SYNTHETIC SITE 01573,101573,,SYNTHETIC COMPANY 01573,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,321,649590,1,0,1,1,0,7,4,2,0,0,0,0,0,,1/1/2025,2024
10575,SYNTHETIC SITE 01574,101574,,SYNTHETIC COMPANY 01574,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,34,67443,1,0,2,0,3,14,0,5,0,0,0,0,0,,1/1/2025,2024
10576,SYNTHETIC SITE 01575,101575,,SYNTHETIC COMPANY 01575,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,46,85697,1,0,0,2,0,0,8,2,0,0,0,0,0,,1/1/2025,2024
10577,SYNTHETIC SITE 01576,101576,,SYNTHETIC COMPANY 01576,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,97,169330,1,0,1,1,0,7,4,2,0,0,0,0,0,,1/1/2025,2024
10578,SYNTHETIC SITE 01577,101577,,SYNTHETIC COMPANY 01577,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,28,48135,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10579,SYNTHETIC SITE 01578,101578,,SYNTHETIC COMPANY 01578,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,15,26836,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10580,SYNTHETIC SITE 01579,101579,,SYNTHETIC COMPANY 01579,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,9,18951,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10581,SYNTHETIC SITE 01580,101580,,SYNTHETIC COMPANY 01580,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,113,231896,1,0,1,3,2,7,12,6,0,0,0,0,0,,1/1/2025,2024
10582,SYNTHETIC SITE 01581,101581,,SYNTHETIC COMPANY 01581,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,23,54461,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10583,SYNTHETIC SITE 01582,101582,,SYNTHETIC COMPANY 01582,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,61,94163,1,0,1,1,1,7,4,3,0,0,0,0,0,,1/1/2025,2024
10584,SYNTHETIC SITE 01583,101583,,SYNTHETIC COMPANY 01583,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,27,43115,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10585,SYNTHETIC SITE 01584,101584,,SYNTHETIC COMPANY 01584,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,19,32868,1,0,2,0,0,14,0,2,0,0,0,0,0,,1/1/2025,2024
10586,SYNTHETIC SITE 01585,101585,,SYNTHETIC COMPANY 01585,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,4,7138,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10587,SYNTHETIC SITE 01586,101586,,SYNTHETIC COMPANY 01586,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,27,50246,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10588,SYNTHETIC SITE 01587,101587,,SYNTHETIC COMPANY 01587,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,94,174274,1,0,0,0,3,0,0,3,0,0,0,0,0,,1/1/2025,2024
10589,SYNTHETIC SITE 01588,101588,,SYNTHETIC COMPANY 01588,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,58,105396,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10590,SYNTHETIC SITE 01589,101589,,SYNTHETIC COMPANY 01589,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,106,174802,1,0,5,1,1,35,4,7,0,0,0,0,0,,1/1/2025,2024
10591,SYNTHETIC SITE 01590,101590,,SYNTHETIC COMPANY 01590,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,130,309712,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10592,SYNTHETIC SITE 01591,101591,,SYNTHETIC COMPANY 01591,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,66,132122,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10593,SYNTHETIC SITE 01592,101592,,SYNTHETIC COMPANY 01592,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,91,192537,1,0,1,2,3,7,8,6,0,0,0,0,0,,1/1/2025,2024
10594,SYNTHETIC SITE 01593,101593,,SYNTHETIC COMPANY 01593,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,132,221020,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
10595,SYNTHETIC SITE 01594,101594,,SYNTHETIC COMPANY 01594,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,75,111395,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10596,SYNTHETIC SITE 01595,101595,,SYNTHETIC COMPANY 01595,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,111,215058,1,0,1,4,4,7,16,9,0,0,0,0,0,,1/1/2025,2024
10597,SYNTHETIC SITE 01596,101596,,SYNTHETIC COMPANY 01596,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,265,525019,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
10598,SYNTHETIC SITE 01597,101597,,SYNTHETIC COMPANY 01597,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,4,8564,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10599,SYNTHETIC SITE 01598,101598,,SYNTHETIC COMPANY 01598,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,12,24647,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10600,SYNTHETIC SITE 01599,101599,,SYNTHETIC COMPANY 01599,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,5,8392,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10601,SYNTHETIC SITE 01600,101600,,SYNTHETIC COMPANY 01600,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,15,19531,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10602,SYNTHETIC SITE 01601,101601,,SYNTHETIC COMPANY 01601,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,46,91417,1,0,2,1,0,14,4,3,0,0,0,0,0,,1/1/2025,2024
10603,SYNTHETIC SITE 01602,101602,,SYNTHETIC COMPANY 01602,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,66,120785,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
10604,SYNTHETIC SITE 01603,101603,,SYNTHETIC COMPANY 01603,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,28,42050,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10605,SYNTHETIC SITE 01604,101604,,SYNTHETIC COMPANY 01604,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,106,199234,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
10606,SYNTHETIC SITE 01605,101605,,SYNTHETIC COMPANY 01605,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,4,6829,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10607,SYNTHETIC SITE 01606,101606,,SYNTHETIC COMPANY 01606,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,24,38924,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10608,SYNTHETIC SITE 01607,101607,,SYNTHETIC COMPANY 01607,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,9,16862,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10609,SYNTHETIC SITE 01608,101608,,SYNTHETIC COMPANY 01608,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,43,86984,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10610,SYNTHETIC SITE 01609,101609,,SYNTHETIC COMPANY 01609,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,42,93727,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
10611,SYNTHETIC SITE 01610,101610,,SYNTHETIC COMPANY 01610,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,57,95819,1,0,1,2,3,7,8,6,0,0,0,0,0,,1/1/2025,2024
10612,SYNTHETIC SITE 01611,101611,,SYNTHETIC COMPANY 01611,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,19,34503,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10613,SYNTHETIC SITE 01612,101612,,SYNTHETIC COMPANY 01612,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,15,29183,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
10614,SYNTHETIC SITE 01613,101613,,SYNTHETIC COMPANY 01613,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,17,26762,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
10615,SYNTHETIC SITE 01614,101614,,SYNTHETIC COMPANY 01614,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,52,111205,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
